FEN,Eval
+pG3/5/5/5/[] w,23
+pS3/5/5/5/[] w,-30
+pR3/5/5/5/[] w,144
+pB3/5/5/5/[] w,96
+pK3/5/5/5/[] w,9670
+p+P3/5/5/5/[] w,10
+p+S3/5/5/5/[] w,-5
+p+R3/5/5/5/[] w,434
+p+B3/5/5/5/[] w,390
+pp3/5/5/5/[] w,-425
+pg3/5/5/5/[] w,-683
+ps3/5/5/5/[] w,-630
+pr3/5/5/5/[] w,-800
+pb3/5/5/5/[] w,-756
+pk3/5/5/5/[] w,-10330
+p+p3/5/5/5/[] w,-670
+p+s3/5/5/5/[] w,-655
+p+r3/5/5/5/[] w,-1090
+p+b3/5/5/5/[] w,-1050
+sP3/5/5/5/[] w,-215
+sG3/5/5/5/[] w,38
+sS3/5/5/5/[] w,-15
+sR3/5/5/5/[] w,159
+sB3/5/5/5/[] w,111
+sK3/5/5/5/[] w,9685
+s+P3/5/5/5/[] w,25
+s+S3/5/5/5/[] w,10
+s+R3/5/5/5/[] w,449
+s+B3/5/5/5/[] w,405
+sp3/5/5/5/[] w,-410
+sg3/5/5/5/[] w,-668
+ss3/5/5/5/[] w,-615
+sr3/5/5/5/[] w,-785
+sb3/5/5/5/[] w,-741
+sk3/5/5/5/[] w,-10315
+s+p3/5/5/5/[] w,-655
+s+s3/5/5/5/[] w,-640
+s+r3/5/5/5/[] w,-1075
+s+b3/5/5/5/[] w,-1035
+rP3/5/5/5/[] w,-662
+rG3/5/5/5/[] w,-409
+rS3/5/5/5/[] w,-462
+rR3/5/5/5/[] w,-288
+rB3/5/5/5/[] w,-336
+rK3/5/5/5/[] w,9238
+r+P3/5/5/5/[] w,-422
+r+S3/5/5/5/[] w,-437
+r+R3/5/5/5/[] w,2
+r+B3/5/5/5/[] w,-42
+rp3/5/5/5/[] w,-857
+rg3/5/5/5/[] w,-1115
+rs3/5/5/5/[] w,-1062
+rr3/5/5/5/[] w,-1232
+rb3/5/5/5/[] w,-1188
+rk3/5/5/5/[] w,-10762
+r+p3/5/5/5/[] w,-1102
+r+s3/5/5/5/[] w,-1087
+r+r3/5/5/5/[] w,-1522
+r+b3/5/5/5/[] w,-1482
+bP3/5/5/5/[] w,-611
+bG3/5/5/5/[] w,-358
+bS3/5/5/5/[] w,-411
+bR3/5/5/5/[] w,-237
+bB3/5/5/5/[] w,-285
+bK3/5/5/5/[] w,9289
+b+P3/5/5/5/[] w,-371
+b+S3/5/5/5/[] w,-386
+b+R3/5/5/5/[] w,53
+b+B3/5/5/5/[] w,9
+bp3/5/5/5/[] w,-806
+bg3/5/5/5/[] w,-1064
+bs3/5/5/5/[] w,-1011
+br3/5/5/5/[] w,-1181
+bb3/5/5/5/[] w,-1137
+bk3/5/5/5/[] w,-10711
+b+p3/5/5/5/[] w,-1051
+b+s3/5/5/5/[] w,-1036
+b+r3/5/5/5/[] w,-1471
+b+b3/5/5/5/[] w,-1431
PPP2/5/5/5/[] w,310
PPG2/5/5/5/[] w,563
PPS2/5/5/5/[] w,510
PPR2/5/5/5/[] w,686
PPB2/5/5/5/[] w,638
PPK2/5/5/5/[] w,10212
PP+P2/5/5/5/[] w,550
PP+S2/5/5/5/[] w,535
PP+R2/5/5/5/[] w,976
PP+B2/5/5/5/[] w,932
PPp2/5/5/5/[] w,117
PPg2/5/5/5/[] w,-143
PPs2/5/5/5/[] w,-90
PPr2/5/5/5/[] w,-262
PPb2/5/5/5/[] w,-218
PPk2/5/5/5/[] w,-9792
PP+p2/5/5/5/[] w,-130
PP+s2/5/5/5/[] w,-115
PP+r2/5/5/5/[] w,-552
PP+b2/5/5/5/[] w,-512
PGP2/5/5/5/[] w,563
PGG2/5/5/5/[] w,816
PGS2/5/5/5/[] w,763
PGR2/5/5/5/[] w,939
PGB2/5/5/5/[] w,891
PGK2/5/5/5/[] w,10465
PG+P2/5/5/5/[] w,803
PG+S2/5/5/5/[] w,788
PG+R2/5/5/5/[] w,1229
PG+B2/5/5/5/[] w,1185
PGp2/5/5/5/[] w,370
PGg2/5/5/5/[] w,110
PGs2/5/5/5/[] w,163
PGr2/5/5/5/[] w,-9
PGb2/5/5/5/[] w,35
PGk2/5/5/5/[] w,-9539
PG+p2/5/5/5/[] w,123
PG+s2/5/5/5/[] w,138
PG+r2/5/5/5/[] w,-299
PG+b2/5/5/5/[] w,-259
PSP2/5/5/5/[] w,510
PSG2/5/5/5/[] w,763
PSS2/5/5/5/[] w,710
PSR2/5/5/5/[] w,886
PSB2/5/5/5/[] w,838
PSK2/5/5/5/[] w,10412
PS+P2/5/5/5/[] w,750
PS+S2/5/5/5/[] w,735
PS+R2/5/5/5/[] w,1176
PS+B2/5/5/5/[] w,1132
PSp2/5/5/5/[] w,317
PSg2/5/5/5/[] w,57
PSs2/5/5/5/[] w,110
PSr2/5/5/5/[] w,-62
PSb2/5/5/5/[] w,-18
PSk2/5/5/5/[] w,-9592
PS+p2/5/5/5/[] w,70
PS+s2/5/5/5/[] w,85
PS+r2/5/5/5/[] w,-352
PS+b2/5/5/5/[] w,-312
PRP2/5/5/5/[] w,684
PRG2/5/5/5/[] w,937
PRS2/5/5/5/[] w,884
PRR2/5/5/5/[] w,1060
PRB2/5/5/5/[] w,1012
PRK2/5/5/5/[] w,10586
PR+P2/5/5/5/[] w,924
PR+S2/5/5/5/[] w,909
PR+R2/5/5/5/[] w,1350
PR+B2/5/5/5/[] w,1306
PRp2/5/5/5/[] w,491
PRg2/5/5/5/[] w,231
PRs2/5/5/5/[] w,284
PRr2/5/5/5/[] w,112
PRb2/5/5/5/[] w,156
PRk2/5/5/5/[] w,-9418
PR+p2/5/5/5/[] w,244
PR+s2/5/5/5/[] w,259
PR+r2/5/5/5/[] w,-178
PR+b2/5/5/5/[] w,-138
PBP2/5/5/5/[] w,636
PBG2/5/5/5/[] w,889
PBS2/5/5/5/[] w,836
PBR2/5/5/5/[] w,1012
PBB2/5/5/5/[] w,964
PBK2/5/5/5/[] w,10538
PB+P2/5/5/5/[] w,876
PB+S2/5/5/5/[] w,861
PB+R2/5/5/5/[] w,1302
PB+B2/5/5/5/[] w,1258
PBp2/5/5/5/[] w,443
PBg2/5/5/5/[] w,183
PBs2/5/5/5/[] w,236
PBr2/5/5/5/[] w,64
PBb2/5/5/5/[] w,108
PBk2/5/5/5/[] w,-9466
PB+p2/5/5/5/[] w,196
PB+s2/5/5/5/[] w,211
PB+r2/5/5/5/[] w,-226
PB+b2/5/5/5/[] w,-186
PKP2/5/5/5/[] w,10210
PKG2/5/5/5/[] w,10463
PKS2/5/5/5/[] w,10410
PKR2/5/5/5/[] w,10586
PKB2/5/5/5/[] w,10538
PKK2/5/5/5/[] w,20112
PK+P2/5/5/5/[] w,10450
PK+S2/5/5/5/[] w,10435
PK+R2/5/5/5/[] w,10876
PK+B2/5/5/5/[] w,10832
PKp2/5/5/5/[] w,10017
PKg2/5/5/5/[] w,9757
PKs2/5/5/5/[] w,9810
PKr2/5/5/5/[] w,9638
PKb2/5/5/5/[] w,9682
PKk2/5/5/5/[] w,108
PK+p2/5/5/5/[] w,9770
PK+s2/5/5/5/[] w,9785
PK+r2/5/5/5/[] w,9348
PK+b2/5/5/5/[] w,9388
P+PP2/5/5/5/[] w,550
P+PG2/5/5/5/[] w,803
P+PS2/5/5/5/[] w,750
P+PR2/5/5/5/[] w,926
P+PB2/5/5/5/[] w,878
P+PK2/5/5/5/[] w,10452
P+P+P2/5/5/5/[] w,790
P+P+S2/5/5/5/[] w,775
P+P+R2/5/5/5/[] w,1216
P+P+B2/5/5/5/[] w,1172
P+Pp2/5/5/5/[] w,357
P+Pg2/5/5/5/[] w,97
P+Ps2/5/5/5/[] w,150
P+Pr2/5/5/5/[] w,-22
P+Pb2/5/5/5/[] w,22
P+Pk2/5/5/5/[] w,-9552
P+P+p2/5/5/5/[] w,110
P+P+s2/5/5/5/[] w,125
P+P+r2/5/5/5/[] w,-312
P+P+b2/5/5/5/[] w,-272
P+SP2/5/5/5/[] w,535
P+SG2/5/5/5/[] w,788
P+SS2/5/5/5/[] w,735
P+SR2/5/5/5/[] w,911
P+SB2/5/5/5/[] w,863
P+SK2/5/5/5/[] w,10437
P+S+P2/5/5/5/[] w,775
P+S+S2/5/5/5/[] w,760
P+S+R2/5/5/5/[] w,1201
P+S+B2/5/5/5/[] w,1157
P+Sp2/5/5/5/[] w,342
P+Sg2/5/5/5/[] w,82
P+Ss2/5/5/5/[] w,135
P+Sr2/5/5/5/[] w,-37
P+Sb2/5/5/5/[] w,7
P+Sk2/5/5/5/[] w,-9567
P+S+p2/5/5/5/[] w,95
P+S+s2/5/5/5/[] w,110
P+S+r2/5/5/5/[] w,-327
P+S+b2/5/5/5/[] w,-287
P+RP2/5/5/5/[] w,974
P+RG2/5/5/5/[] w,1227
P+RS2/5/5/5/[] w,1174
P+RR2/5/5/5/[] w,1350
P+RB2/5/5/5/[] w,1302
P+RK2/5/5/5/[] w,10876
P+R+P2/5/5/5/[] w,1214
P+R+S2/5/5/5/[] w,1199
P+R+R2/5/5/5/[] w,1640
P+R+B2/5/5/5/[] w,1596
P+Rp2/5/5/5/[] w,781
P+Rg2/5/5/5/[] w,521
P+Rs2/5/5/5/[] w,574
P+Rr2/5/5/5/[] w,402
P+Rb2/5/5/5/[] w,446
P+Rk2/5/5/5/[] w,-9128
P+R+p2/5/5/5/[] w,534
P+R+s2/5/5/5/[] w,549
P+R+r2/5/5/5/[] w,112
P+R+b2/5/5/5/[] w,152
P+BP2/5/5/5/[] w,930
P+BG2/5/5/5/[] w,1183
P+BS2/5/5/5/[] w,1130
P+BR2/5/5/5/[] w,1306
P+BB2/5/5/5/[] w,1258
P+BK2/5/5/5/[] w,10832
P+B+P2/5/5/5/[] w,1170
P+B+S2/5/5/5/[] w,1155
P+B+R2/5/5/5/[] w,1596
P+B+B2/5/5/5/[] w,1552
P+Bp2/5/5/5/[] w,737
P+Bg2/5/5/5/[] w,477
P+Bs2/5/5/5/[] w,530
P+Br2/5/5/5/[] w,358
P+Bb2/5/5/5/[] w,402
P+Bk2/5/5/5/[] w,-9172
P+B+p2/5/5/5/[] w,490
P+B+s2/5/5/5/[] w,505
P+B+r2/5/5/5/[] w,68
P+B+b2/5/5/5/[] w,108
PpP2/5/5/5/[] w,115
PpG2/5/5/5/[] w,368
PpS2/5/5/5/[] w,315
PpR2/5/5/5/[] w,491
PpB2/5/5/5/[] w,443
PpK2/5/5/5/[] w,10017
Pp+P2/5/5/5/[] w,355
Pp+S2/5/5/5/[] w,340
Pp+R2/5/5/5/[] w,781
Pp+B2/5/5/5/[] w,737
Ppp2/5/5/5/[] w,-78
Ppg2/5/5/5/[] w,-338
Pps2/5/5/5/[] w,-285
Ppr2/5/5/5/[] w,-457
Ppb2/5/5/5/[] w,-413
Ppk2/5/5/5/[] w,-9987
Pp+p2/5/5/5/[] w,-325
Pp+s2/5/5/5/[] w,-310
Pp+r2/5/5/5/[] w,-747
Pp+b2/5/5/5/[] w,-707
PgP2/5/5/5/[] w,-143
PgG2/5/5/5/[] w,110
PgS2/5/5/5/[] w,57
PgR2/5/5/5/[] w,233
PgB2/5/5/5/[] w,185
PgK2/5/5/5/[] w,9759
Pg+P2/5/5/5/[] w,97
Pg+S2/5/5/5/[] w,82
Pg+R2/5/5/5/[] w,523
Pg+B2/5/5/5/[] w,479
Pgp2/5/5/5/[] w,-336
Pgg2/5/5/5/[] w,-596
Pgs2/5/5/5/[] w,-543
Pgr2/5/5/5/[] w,-715
Pgb2/5/5/5/[] w,-671
Pgk2/5/5/5/[] w,-10245
Pg+p2/5/5/5/[] w,-583
Pg+s2/5/5/5/[] w,-568
Pg+r2/5/5/5/[] w,-1005
Pg+b2/5/5/5/[] w,-965
PsP2/5/5/5/[] w,-90
PsG2/5/5/5/[] w,163
PsS2/5/5/5/[] w,110
PsR2/5/5/5/[] w,286
PsB2/5/5/5/[] w,238
PsK2/5/5/5/[] w,9812
Ps+P2/5/5/5/[] w,150
Ps+S2/5/5/5/[] w,135
Ps+R2/5/5/5/[] w,576
Ps+B2/5/5/5/[] w,532
Psp2/5/5/5/[] w,-283
Psg2/5/5/5/[] w,-543
Pss2/5/5/5/[] w,-490
Psr2/5/5/5/[] w,-662
Psb2/5/5/5/[] w,-618
Psk2/5/5/5/[] w,-10192
Ps+p2/5/5/5/[] w,-530
Ps+s2/5/5/5/[] w,-515
Ps+r2/5/5/5/[] w,-952
Ps+b2/5/5/5/[] w,-912
PrP2/5/5/5/[] w,-260
PrG2/5/5/5/[] w,-7
PrS2/5/5/5/[] w,-60
PrR2/5/5/5/[] w,116
PrB2/5/5/5/[] w,68
PrK2/5/5/5/[] w,9642
Pr+P2/5/5/5/[] w,-20
Pr+S2/5/5/5/[] w,-35
Pr+R2/5/5/5/[] w,406
Pr+B2/5/5/5/[] w,362
Prp2/5/5/5/[] w,-453
Prg2/5/5/5/[] w,-713
Prs2/5/5/5/[] w,-660
Prr2/5/5/5/[] w,-832
Prb2/5/5/5/[] w,-788
Prk2/5/5/5/[] w,-10362
Pr+p2/5/5/5/[] w,-700
Pr+s2/5/5/5/[] w,-685
Pr+r2/5/5/5/[] w,-1122
Pr+b2/5/5/5/[] w,-1082
PbP2/5/5/5/[] w,-216
PbG2/5/5/5/[] w,37
PbS2/5/5/5/[] w,-16
PbR2/5/5/5/[] w,160
PbB2/5/5/5/[] w,112
PbK2/5/5/5/[] w,9686
Pb+P2/5/5/5/[] w,24
Pb+S2/5/5/5/[] w,9
Pb+R2/5/5/5/[] w,450
Pb+B2/5/5/5/[] w,406
Pbp2/5/5/5/[] w,-409
Pbg2/5/5/5/[] w,-669
Pbs2/5/5/5/[] w,-616
Pbr2/5/5/5/[] w,-788
Pbb2/5/5/5/[] w,-744
Pbk2/5/5/5/[] w,-10318
Pb+p2/5/5/5/[] w,-656
Pb+s2/5/5/5/[] w,-641
Pb+r2/5/5/5/[] w,-1078
Pb+b2/5/5/5/[] w,-1038
PkP2/5/5/5/[] w,-9790
PkG2/5/5/5/[] w,-9537
PkS2/5/5/5/[] w,-9590
PkR2/5/5/5/[] w,-9414
PkB2/5/5/5/[] w,-9462
PkK2/5/5/5/[] w,112
Pk+P2/5/5/5/[] w,-9550
Pk+S2/5/5/5/[] w,-9565
Pk+R2/5/5/5/[] w,-9124
Pk+B2/5/5/5/[] w,-9168
Pkp2/5/5/5/[] w,-9983
Pkg2/5/5/5/[] w,-10243
Pks2/5/5/5/[] w,-10190
Pkr2/5/5/5/[] w,-10362
Pkb2/5/5/5/[] w,-10318
Pkk2/5/5/5/[] w,-19892
Pk+p2/5/5/5/[] w,-10230
Pk+s2/5/5/5/[] w,-10215
Pk+r2/5/5/5/[] w,-10652
Pk+b2/5/5/5/[] w,-10612
P+pP2/5/5/5/[] w,-130
P+pG2/5/5/5/[] w,123
P+pS2/5/5/5/[] w,70
P+pR2/5/5/5/[] w,246
P+pB2/5/5/5/[] w,198
P+pK2/5/5/5/[] w,9772
P+p+P2/5/5/5/[] w,110
P+p+S2/5/5/5/[] w,95
P+p+R2/5/5/5/[] w,536
P+p+B2/5/5/5/[] w,492
P+pp2/5/5/5/[] w,-323
P+pg2/5/5/5/[] w,-583
P+ps2/5/5/5/[] w,-530
P+pr2/5/5/5/[] w,-702
P+pb2/5/5/5/[] w,-658
P+pk2/5/5/5/[] w,-10232
P+p+p2/5/5/5/[] w,-570
P+p+s2/5/5/5/[] w,-555
P+p+r2/5/5/5/[] w,-992
P+p+b2/5/5/5/[] w,-952
P+sP2/5/5/5/[] w,-115
P+sG2/5/5/5/[] w,138
P+sS2/5/5/5/[] w,85
P+sR2/5/5/5/[] w,261
P+sB2/5/5/5/[] w,213
P+sK2/5/5/5/[] w,9787
P+s+P2/5/5/5/[] w,125
P+s+S2/5/5/5/[] w,110
P+s+R2/5/5/5/[] w,551
P+s+B2/5/5/5/[] w,507
P+sp2/5/5/5/[] w,-308
P+sg2/5/5/5/[] w,-568
P+ss2/5/5/5/[] w,-515
P+sr2/5/5/5/[] w,-687
P+sb2/5/5/5/[] w,-643
P+sk2/5/5/5/[] w,-10217
P+s+p2/5/5/5/[] w,-555
P+s+s2/5/5/5/[] w,-540
P+s+r2/5/5/5/[] w,-977
P+s+b2/5/5/5/[] w,-937
P+rP2/5/5/5/[] w,-550
P+rG2/5/5/5/[] w,-297
P+rS2/5/5/5/[] w,-350
P+rR2/5/5/5/[] w,-174
P+rB2/5/5/5/[] w,-222
P+rK2/5/5/5/[] w,9352
P+r+P2/5/5/5/[] w,-310
P+r+S2/5/5/5/[] w,-325
P+r+R2/5/5/5/[] w,116
P+r+B2/5/5/5/[] w,72
P+rp2/5/5/5/[] w,-743
P+rg2/5/5/5/[] w,-1003
P+rs2/5/5/5/[] w,-950
P+rr2/5/5/5/[] w,-1122
P+rb2/5/5/5/[] w,-1078
P+rk2/5/5/5/[] w,-10652
P+r+p2/5/5/5/[] w,-990
P+r+s2/5/5/5/[] w,-975
P+r+r2/5/5/5/[] w,-1412
P+r+b2/5/5/5/[] w,-1372
P+bP2/5/5/5/[] w,-510
P+bG2/5/5/5/[] w,-257
P+bS2/5/5/5/[] w,-310
P+bR2/5/5/5/[] w,-134
P+bB2/5/5/5/[] w,-182
P+bK2/5/5/5/[] w,9392
P+b+P2/5/5/5/[] w,-270
P+b+S2/5/5/5/[] w,-285
P+b+R2/5/5/5/[] w,156
P+b+B2/5/5/5/[] w,112
P+bp2/5/5/5/[] w,-703
P+bg2/5/5/5/[] w,-963
P+bs2/5/5/5/[] w,-910
P+br2/5/5/5/[] w,-1082
P+bb2/5/5/5/[] w,-1038
P+bk2/5/5/5/[] w,-10612
P+b+p2/5/5/5/[] w,-950
P+b+s2/5/5/5/[] w,-935
P+b+r2/5/5/5/[] w,-1372
P+b+b2/5/5/5/[] w,-1332
GPP2/5/5/5/[] w,563
GPG2/5/5/5/[] w,816
GPS2/5/5/5/[] w,763
GPR2/5/5/5/[] w,939
GPB2/5/5/5/[] w,891
GPK2/5/5/5/[] w,10465
GP+P2/5/5/5/[] w,803
GP+S2/5/5/5/[] w,788
GP+R2/5/5/5/[] w,1229
GP+B2/5/5/5/[] w,1185
GPp2/5/5/5/[] w,370
GPg2/5/5/5/[] w,110
GPs2/5/5/5/[] w,163
GPr2/5/5/5/[] w,-9
GPb2/5/5/5/[] w,35
GPk2/5/5/5/[] w,-9539
GP+p2/5/5/5/[] w,123
GP+s2/5/5/5/[] w,138
GP+r2/5/5/5/[] w,-299
GP+b2/5/5/5/[] w,-259
GGP2/5/5/5/[] w,816
GGG2/5/5/5/[] w,1069
GGS2/5/5/5/[] w,1016
GGR2/5/5/5/[] w,1192
GGB2/5/5/5/[] w,1144
GGK2/5/5/5/[] w,10718
GG+P2/5/5/5/[] w,1056
GG+S2/5/5/5/[] w,1041
GG+R2/5/5/5/[] w,1482
GG+B2/5/5/5/[] w,1438
GGp2/5/5/5/[] w,623
GGg2/5/5/5/[] w,363
GGs2/5/5/5/[] w,416
GGr2/5/5/5/[] w,244
GGb2/5/5/5/[] w,288
GGk2/5/5/5/[] w,-9286
GG+p2/5/5/5/[] w,376
GG+s2/5/5/5/[] w,391
GG+r2/5/5/5/[] w,-46
GG+b2/5/5/5/[] w,-6
GSP2/5/5/5/[] w,763
GSG2/5/5/5/[] w,1016
GSS2/5/5/5/[] w,963
GSR2/5/5/5/[] w,1139
GSB2/5/5/5/[] w,1091
GSK2/5/5/5/[] w,10665
GS+P2/5/5/5/[] w,1003
GS+S2/5/5/5/[] w,988
GS+R2/5/5/5/[] w,1429
GS+B2/5/5/5/[] w,1385
GSp2/5/5/5/[] w,570
GSg2/5/5/5/[] w,310
GSs2/5/5/5/[] w,363
GSr2/5/5/5/[] w,191
GSb2/5/5/5/[] w,235
GSk2/5/5/5/[] w,-9339
GS+p2/5/5/5/[] w,323
GS+s2/5/5/5/[] w,338
GS+r2/5/5/5/[] w,-99
GS+b2/5/5/5/[] w,-59
GRP2/5/5/5/[] w,937
GRG2/5/5/5/[] w,1190
GRS2/5/5/5/[] w,1137
GRR2/5/5/5/[] w,1313
GRB2/5/5/5/[] w,1265
GRK2/5/5/5/[] w,10839
GR+P2/5/5/5/[] w,1177
GR+S2/5/5/5/[] w,1162
GR+R2/5/5/5/[] w,1603
GR+B2/5/5/5/[] w,1559
GRp2/5/5/5/[] w,744
GRg2/5/5/5/[] w,484
GRs2/5/5/5/[] w,537
GRr2/5/5/5/[] w,365
GRb2/5/5/5/[] w,409
GRk2/5/5/5/[] w,-9165
GR+p2/5/5/5/[] w,497
GR+s2/5/5/5/[] w,512
GR+r2/5/5/5/[] w,75
GR+b2/5/5/5/[] w,115
GBP2/5/5/5/[] w,889
GBG2/5/5/5/[] w,1142
GBS2/5/5/5/[] w,1089
GBR2/5/5/5/[] w,1265
GBB2/5/5/5/[] w,1217
GBK2/5/5/5/[] w,10791
GB+P2/5/5/5/[] w,1129
GB+S2/5/5/5/[] w,1114
GB+R2/5/5/5/[] w,1555
GB+B2/5/5/5/[] w,1511
GBp2/5/5/5/[] w,696
GBg2/5/5/5/[] w,436
GBs2/5/5/5/[] w,489
GBr2/5/5/5/[] w,317
GBb2/5/5/5/[] w,361
GBk2/5/5/5/[] w,-9213
GB+p2/5/5/5/[] w,449
GB+s2/5/5/5/[] w,464
GB+r2/5/5/5/[] w,27
GB+b2/5/5/5/[] w,67
GKP2/5/5/5/[] w,10463
GKG2/5/5/5/[] w,10716
GKS2/5/5/5/[] w,10663
GKR2/5/5/5/[] w,10839
GKB2/5/5/5/[] w,10791
GKK2/5/5/5/[] w,20365
GK+P2/5/5/5/[] w,10703
GK+S2/5/5/5/[] w,10688
GK+R2/5/5/5/[] w,11129
GK+B2/5/5/5/[] w,11085
GKp2/5/5/5/[] w,10270
GKg2/5/5/5/[] w,10010
GKs2/5/5/5/[] w,10063
GKr2/5/5/5/[] w,9891
GKb2/5/5/5/[] w,9935
GKk2/5/5/5/[] w,361
GK+p2/5/5/5/[] w,10023
GK+s2/5/5/5/[] w,10038
GK+r2/5/5/5/[] w,9601
GK+b2/5/5/5/[] w,9641
G+PP2/5/5/5/[] w,803
G+PG2/5/5/5/[] w,1056
G+PS2/5/5/5/[] w,1003
G+PR2/5/5/5/[] w,1179
G+PB2/5/5/5/[] w,1131
G+PK2/5/5/5/[] w,10705
G+P+P2/5/5/5/[] w,1043
G+P+S2/5/5/5/[] w,1028
G+P+R2/5/5/5/[] w,1469
G+P+B2/5/5/5/[] w,1425
G+Pp2/5/5/5/[] w,610
G+Pg2/5/5/5/[] w,350
G+Ps2/5/5/5/[] w,403
G+Pr2/5/5/5/[] w,231
G+Pb2/5/5/5/[] w,275
G+Pk2/5/5/5/[] w,-9299
G+P+p2/5/5/5/[] w,363
G+P+s2/5/5/5/[] w,378
G+P+r2/5/5/5/[] w,-59
G+P+b2/5/5/5/[] w,-19
G+SP2/5/5/5/[] w,788
G+SG2/5/5/5/[] w,1041
G+SS2/5/5/5/[] w,988
G+SR2/5/5/5/[] w,1164
G+SB2/5/5/5/[] w,1116
G+SK2/5/5/5/[] w,10690
G+S+P2/5/5/5/[] w,1028
G+S+S2/5/5/5/[] w,1013
G+S+R2/5/5/5/[] w,1454
G+S+B2/5/5/5/[] w,1410
G+Sp2/5/5/5/[] w,595
G+Sg2/5/5/5/[] w,335
G+Ss2/5/5/5/[] w,388
G+Sr2/5/5/5/[] w,216
G+Sb2/5/5/5/[] w,260
G+Sk2/5/5/5/[] w,-9314
G+S+p2/5/5/5/[] w,348
G+S+s2/5/5/5/[] w,363
G+S+r2/5/5/5/[] w,-74
G+S+b2/5/5/5/[] w,-34
G+RP2/5/5/5/[] w,1227
G+RG2/5/5/5/[] w,1480
G+RS2/5/5/5/[] w,1427
G+RR2/5/5/5/[] w,1603
G+RB2/5/5/5/[] w,1555
G+RK2/5/5/5/[] w,11129
G+R+P2/5/5/5/[] w,1467
G+R+S2/5/5/5/[] w,1452
G+R+R2/5/5/5/[] w,1893
G+R+B2/5/5/5/[] w,1849
G+Rp2/5/5/5/[] w,1034
G+Rg2/5/5/5/[] w,774
G+Rs2/5/5/5/[] w,827
G+Rr2/5/5/5/[] w,655
G+Rb2/5/5/5/[] w,699
G+Rk2/5/5/5/[] w,-8875
G+R+p2/5/5/5/[] w,787
G+R+s2/5/5/5/[] w,802
G+R+r2/5/5/5/[] w,365
G+R+b2/5/5/5/[] w,405
G+BP2/5/5/5/[] w,1183
G+BG2/5/5/5/[] w,1436
G+BS2/5/5/5/[] w,1383
G+BR2/5/5/5/[] w,1559
G+BB2/5/5/5/[] w,1511
G+BK2/5/5/5/[] w,11085
G+B+P2/5/5/5/[] w,1423
G+B+S2/5/5/5/[] w,1408
G+B+R2/5/5/5/[] w,1849
G+B+B2/5/5/5/[] w,1805
G+Bp2/5/5/5/[] w,990
G+Bg2/5/5/5/[] w,730
G+Bs2/5/5/5/[] w,783
G+Br2/5/5/5/[] w,611
G+Bb2/5/5/5/[] w,655
G+Bk2/5/5/5/[] w,-8919
G+B+p2/5/5/5/[] w,743
G+B+s2/5/5/5/[] w,758
G+B+r2/5/5/5/[] w,321
G+B+b2/5/5/5/[] w,361
GpP2/5/5/5/[] w,368
GpG2/5/5/5/[] w,621
GpS2/5/5/5/[] w,568
GpR2/5/5/5/[] w,744
GpB2/5/5/5/[] w,696
GpK2/5/5/5/[] w,10270
Gp+P2/5/5/5/[] w,608
Gp+S2/5/5/5/[] w,593
Gp+R2/5/5/5/[] w,1034
Gp+B2/5/5/5/[] w,990
Gpp2/5/5/5/[] w,175
Gpg2/5/5/5/[] w,-85
Gps2/5/5/5/[] w,-32
Gpr2/5/5/5/[] w,-204
Gpb2/5/5/5/[] w,-160
Gpk2/5/5/5/[] w,-9734
Gp+p2/5/5/5/[] w,-72
Gp+s2/5/5/5/[] w,-57
Gp+r2/5/5/5/[] w,-494
Gp+b2/5/5/5/[] w,-454
GgP2/5/5/5/[] w,110
GgG2/5/5/5/[] w,363
GgS2/5/5/5/[] w,310
GgR2/5/5/5/[] w,486
GgB2/5/5/5/[] w,438
GgK2/5/5/5/[] w,10012
Gg+P2/5/5/5/[] w,350
Gg+S2/5/5/5/[] w,335
Gg+R2/5/5/5/[] w,776
Gg+B2/5/5/5/[] w,732
Ggp2/5/5/5/[] w,-83
Ggg2/5/5/5/[] w,-343
Ggs2/5/5/5/[] w,-290
Ggr2/5/5/5/[] w,-462
Ggb2/5/5/5/[] w,-418
Ggk2/5/5/5/[] w,-9992
Gg+p2/5/5/5/[] w,-330
Gg+s2/5/5/5/[] w,-315
Gg+r2/5/5/5/[] w,-752
Gg+b2/5/5/5/[] w,-712
GsP2/5/5/5/[] w,163
GsG2/5/5/5/[] w,416
GsS2/5/5/5/[] w,363
GsR2/5/5/5/[] w,539
GsB2/5/5/5/[] w,491
GsK2/5/5/5/[] w,10065
Gs+P2/5/5/5/[] w,403
Gs+S2/5/5/5/[] w,388
Gs+R2/5/5/5/[] w,829
Gs+B2/5/5/5/[] w,785
Gsp2/5/5/5/[] w,-30
Gsg2/5/5/5/[] w,-290
Gss2/5/5/5/[] w,-237
Gsr2/5/5/5/[] w,-409
Gsb2/5/5/5/[] w,-365
Gsk2/5/5/5/[] w,-9939
Gs+p2/5/5/5/[] w,-277
Gs+s2/5/5/5/[] w,-262
Gs+r2/5/5/5/[] w,-699
Gs+b2/5/5/5/[] w,-659
GrP2/5/5/5/[] w,-7
GrG2/5/5/5/[] w,246
GrS2/5/5/5/[] w,193
GrR2/5/5/5/[] w,369
GrB2/5/5/5/[] w,321
GrK2/5/5/5/[] w,9895
Gr+P2/5/5/5/[] w,233
Gr+S2/5/5/5/[] w,218
Gr+R2/5/5/5/[] w,659
Gr+B2/5/5/5/[] w,615
Grp2/5/5/5/[] w,-200
